id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,A2_T2,A3_T2,EXP1_T2,EXP2_T2,EXP3_T2,EXP4_T2,EXP5_T2,EXP6_T2,EXP7_T2,EXP8_T2,PS1_T2,PS2_T2,PS3_T2,PS4_T2,PS5_T2,PSI1_T2,PSI2_T2,PSI3_T2,PSI4_T2,PSI5_T2,EA1_T2,EA2_T2,EA3_T2,EA4_T2,IMC1_T2,SP1_T2,SP2_T2,SP3_T2,SP4_T2,MV1_T2,MV2_T2,UBI1_T2,UBI2_T2,UBI3_T2,UBI4_T2,IPB1_T2,IPB2_T2,IPB3_T2,IPB4_T2,IPB5_T2,IPB6_T2,IMC2_T2,MA1_T2,MA2_T2,MA3_T2,TA1_T2,TA2_T2,TA3_T2,PEER1,PEER2,PEER3,MOOD1_T2,MOOD2_T2,L1
119,0,doneV3,1,24,0,1,1,0,0,1,2,1,5.0,2,2,2.0,1,0,3,1,6,2.0,2,4,1,5,2,1,2,1.0,2.0,3,3.0,5,3.0,5.0,3.0,2,3.0,4,5.0,4,6,1.0,5.0,6.0,2,4,5,4,5,6,5,4,1,1,4,1,1,0,0,1,1,3,1,3,1,5,3,3,5,5,4,3,2,3,4,1,5.0,0.4,1,1,1,2,1,4,6.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3,4.0,5,5,5,4,5,3,3,3,4,9,4,5,4,4,3,3,4,4,5,2,4,3,2,1,3,3,4,0
120,0,fileV4,2,32,0,1,0,1,0,2,3,7,6.0,3,2,,5,4,4,5,32,12.2,3,1,5,2,5,3,3,4.0,4.0,5,6.0,4,5.0,2.0,7.0,5,6.0,6,4.0,5,3,6.0,5.0,1.0,5,6,5,6,5,5,5,5,4,4,5,1,1,5,5,6,7,6,5,5,2,5,3,5,3,4,4,2,2,3,2,1,4.0,13.3,5,7,5,1,6,4,5.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,6.0,3,4.0,5,5,5,4,5,4,6,3,4,19,6,6,6,4,6,7,6,4,5,4,3,3,4,3,1,4,3,1
121,0,nhan77,1,26,0,1,0,0,0,1,3,3,99.0,1,2,3.0,3,2,5,2,3,8.5,4,15,3,4,5,5,5,5.0,5.0,5,5.0,5,5.0,5.0,5.0,5,5.0,5,5.0,5,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,5,5,5,3,5,5,5,5,5,5,3,4,3,4,2,2,1,10.0,1.5,2,2,3,3,1,3,4.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,4.0,3.0,7,,4,5,4,4,5,2,2,2,2,0,2,2,2,4,4,4,1,5,1,4,4,3,2,4,4,2,5,0
122,0,copy01,2,30,0,1,0,1,0,2,3,2,1.0,1,2,4.0,3,2,2,2,5,4.4,4,8,4,5,3,2,3,3.0,4.0,5,3.0,5,2.0,3.0,7.0,5,7.0,6,3.0,6,3,6.0,6.0,4.0,5,5,5,3,5,5,3,2,1,4,4,1,1,0,1,2,3,2,3,4,5,3,3,3,5,3,4,2,2,1,2,1,37.0,11.1,5,2,5,5,4,3,6.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,3,5.0,5,4,5,4,5,4,3,5,5,7,2,1,3,4,4,3,4,5,3,4,5,2,5,4,4,3,4,1
123,0,bando1,1,24,1,0,1,1,0,2,1,1,1.0,1,3,,5,3,4,3,10,20.8,5,15,5,2,3,3,3,3.0,4.0,4,4.0,5,3.0,4.0,3.0,3,5.0,4,4.0,4,2,6.0,4.0,5.0,5,4,5,6,6,5,7,4,5,3,4,1,3,3,3,4,5,4,3,3,3,3,3,4,3,1,2,4,4,4,3,1,19.0,4.8,3,14,5,1,1,2,4.0,5.0,5.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0,5.0,2.0,2.0,4.0,3,3.0,3,2,3,4,5,4,4,3,4,4,3,3,4,3,4,3,4,4,4,3,4,3,5,5,4,3,2,0
124,0,chyen2,1,25,0,1,0,0,0,1,3,2,2.0,3,2,2.0,1,4,4,0,1,4.6,1,1,2,3,4,2,2,1.0,2.0,3,2.0,4,3.0,5.0,5.0,4,3.0,4,5.0,5,1,4.0,4.0,4.0,4,5,5,5,6,6,6,3,4,3,5,1,2,5,5,6,4,6,2,4,4,4,4,4,4,3,3,2,2,2,2,1,0.0,2.2,3,0,1,4,1,3,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3,5.0,3,4,4,5,6,3,2,2,2,3,2,4,3,2,2,3,3,4,2,4,4,4,4,3,4,3,4,1
125,0,plan02,1,24,0,1,0,0,0,2,3,3,3.0,1,2,2.0,1,1,2,2,4,1.3,2,3,2,3,3,3,2,3.0,3.0,4,5.0,5,2.0,4.0,4.0,5,4.0,4,3.0,3,5,3.0,3.0,6.0,4,4,5,4,3,3,3,2,2,1,3,1,2,1,0,3,2,4,3,3,4,3,3,5,5,3,2,3,2,2,2,1,1.0,3.1,2,3,1,2,3,3,6.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,,4.0,3.0,3.0,2.0,3,4.0,5,3,3,5,5,1,1,1,1,1,3,5,3,4,3,4,4,5,2,4,3,4,1,3,2,5,4,1
126,0,kpi100,2,30,0,1,0,1,0,2,1,2,2.0,4,4,3.0,2,0,5,2,14,5.9,2,3,3,5,1,3,2,2.0,2.0,1,3.0,5,2.0,5.0,5.0,5,3.0,3,5.0,4,6,4.0,5.0,5.0,2,4,7,3,3,4,3,4,5,4,3,1,0,0,1,4,2,3,2,6,3,5,4,6,4,3,3,2,3,2,4,1,2.0,0.9,1,1,1,4,2,1,7.0,7.0,7.0,5.0,6.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3,5.0,3,3,2,4,3,4,4,2,5,3,1,1,1,2,3,1,3,5,4,4,3,5,2,2,4,4,4,0
127,0,mail03,2,35,0,1,0,1,0,2,3,1,4.0,1,2,2.0,3,0,3,3,6,1.9,3,5,3,2,4,6,5,6.0,7.0,4,5.0,3,4.0,2.0,6.0,7,4.0,7,3.0,7,2,4.0,4.0,4.0,7,4,5,5,4,5,5,3,6,5,4,1,3,2,1,4,4,4,5,4,7,4,4,5,6,5,5,3,4,3,2,1,22.0,3.0,2,0,2,3,1,3,5.0,4.0,6.0,5.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3,2.0,2,1,4,4,3,3,3,2,2,2,1,1,1,1,2,1,3,5,5,5,3,5,3,3,3,5,5,0
128,0,list01,1,24,1,0,0,0,0,2,3,6,2.0,1,1,3.0,3,0,1,3,14,10.9,3,15,2,1,2,2,4,2.0,3.0,3,4.0,4,5.0,4.0,5.0,4,5.0,4,7.0,3,5,3.0,3.0,6.0,3,1,7,4,4,5,4,3,1,1,3,1,5,1,2,4,5,3,4,4,5,4,3,4,5,3,3,3,3,3,1,1,2.0,4.4,3,0,3,2,4,1,2.0,4.0,1.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3,3.0,2,2,3,3,3,2,2,3,3,2,4,3,2,3,4,2,4,3,4,3,4,3,2,2,4,3,3,1
129,0,note01,1,32,1,1,0,1,0,2,3,5,1.0,3,2,2.0,2,0,5,2,17,5.8,2,2,3,2,4,4,5,4.0,5.0,5,3.0,2,4.0,4.0,5.0,5,4.0,2,3.0,3,2,4.0,6.0,4.0,4,4,5,5,4,5,4,4,3,2,2,1,0,0,0,3,1,3,5,3,5,3,5,4,3,3,4,2,3,4,2,0,34.0,6.3,4,2,3,4,1,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,5.0,5,5,5,2,1,5,5,5,5,2,1,1,5,5,5,2,5,5,5,5,5,5,2,3,3,4,4,0
130,0,bdsm01,1,24,0,0,0,1,0,2,4,1,2.0,3,4,1.0,1,2,2,2,3,3.2,1,3,1,1,6,4,4,4.0,3.0,5,4.0,5,4.0,3.0,5.0,4,5.0,7,4.0,7,1,7.0,5.0,3.0,4,7,5,4,4,4,5,5,5,3,4,1,9,1,2,1,3,4,4,2,6,2,4,6,3,3,3,2,4,3,4,0,5.0,4.2,2,3,3,1,5,3,4.0,6.0,7.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,3,4.0,3,3,3,5,5,2,4,2,5,7,4,5,5,4,5,4,3,5,3,5,4,5,1,3,3,3,4,0
131,0,draft1,2,24,1,1,0,1,0,2,4,4,3.0,1,1,,5,4,4,0,31,9.9,5,4,5,4,4,3,3,4.0,3.0,4,6.0,4,3.0,4.0,2.0,5,3.0,4,5.0,4,6,3.0,4.0,6.0,5,4,5,5,5,4,5,5,4,5,4,1,3,5,5,6,6,6,4,5,4,3,4,5,3,4,3,4,5,5,1,1,13.0,5.9,3,16,4,5,4,3,5.0,7.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,6.0,4.0,4.0,3,3.0,4,3,5,4,4,3,5,4,3,3,6,6,7,6,6,7,5,3,4,4,6,2,3,5,4,4,3,1
132,0,final2,1,24,1,1,1,0,0,2,2,4,2.0,1,1,1.0,1,2,4,4,0,6.3,1,1,1,2,3,2,1,1.0,2.0,4,4.0,5,2.0,4.0,5.0,4,5.0,4,5.0,5,4,4.0,3.0,5.0,3,5,5,3,4,5,4,3,2,4,6,1,9,4,4,4,5,5,2,1,5,1,3,6,3,3,4,1,2,2,1,0,1.0,0.9,1,3,1,2,4,4,5.0,2.0,3.0,4.0,3.0,3.0,2.0,,2.0,3.0,4.0,2.0,3.0,2.0,3,4.0,3,3,4,4,3,4,2,3,2,11,3,4,2,3,3,2,1,5,2,2,4,3,2,3,4,5,4,1
133,0,okie01,1,26,1,0,0,1,0,2,3,3,3.0,2,1,4.0,3,2,5,5,15,5.9,4,0,3,5,4,4,3,4.0,3.0,4,4.0,5,3.0,1.0,7.0,7,6.0,6,2.0,6,1,7.0,5.0,2.0,6,7,5,4,5,4,4,4,4,4,3,1,5,4,3,4,5,4,4,6,2,5,4,3,4,3,3,4,4,2,1,1,17.0,2.4,3,0,2,2,1,1,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,3,7.0,6,5,5,5,4,4,5,4,3,5,4,6,4,5,4,4,5,4,6,2,6,3,2,3,1,3,3,1
134,0,send99,1,27,1,0,0,0,0,1,4,5,1.0,2,1,1.0,1,0,3,1,9,1.2,1,2,1,3,4,3,4,3.0,5.0,4,4.0,3,4.0,3.0,4.0,4,7.0,6,2.0,5,4,5.0,5.0,6.0,5,6,5,3,2,2,2,2,3,4,2,1,1,0,0,1,1,1,3,4,6,4,3,4,4,3,2,4,5,3,1,1,1.0,0.9,1,0,1,3,1,2,3.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3,4.0,4,4,3,5,5,1,3,3,3,2,2,1,3,3,2,3,5,4,4,4,5,4,2,1,1,5,5,0
135,0,archie,2,27,1,0,0,0,0,2,3,3,2.0,2,1,4.0,5,4,3,4,26,8.0,3,1,4,5,5,5,4,5.0,5.0,4,4.0,4,5.0,7.0,2.0,3,5.0,3,4.0,2,4,2.0,3.0,7.0,2,3,5,4,5,4,4,3,4,4,3,1,7,4,4,4,4,4,4,3,4,3,3,4,3,3,4,3,4,3,1,1,9.0,2.8,1,0,2,1,5,2,4.0,4.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,3,4.0,3,3,5,4,4,3,5,3,5,15,6,6,4,3,5,6,3,5,3,4,4,4,3,3,5,3,4,0
136,0,link01,2,23,1,1,0,0,0,1,4,1,2.0,2,2,,5,4,3,5,34,17.9,5,19,5,4,3,3,4,2.0,2.0,4,3.0,4,3.0,4.0,4.0,4,4.0,3,4.0,5,4,5.0,5.0,5.0,4,4,5,7,5,4,4,4,2,4,4,1,18,5,5,5,5,5,2,3,4,4,3,6,5,4,4,5,4,5,2,1,2.0,2.8,3,4,4,1,2,4,7.0,6.0,5.0,6.0,5.0,2.0,6.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,3,4.0,5,4,3,4,4,4,4,3,4,16,6,5,7,5,6,5,3,4,5,5,3,5,4,5,5,4,4,1
137,0,xmsV02,1,24,0,1,0,1,0,2,3,4,4.0,2,2,3.0,2,0,3,2,17,0.9,2,7,3,5,4,5,5,3.0,3.0,5,4.0,3,4.0,4.0,5.0,5,6.0,7,3.0,5,3,6.0,5.0,5.0,5,2,5,1,3,5,4,4,3,4,4,1,2,0,0,3,1,3,5,6,2,4,4,4,2,4,4,2,1,2,2,1,15.0,10.0,4,3,4,3,1,3,5.0,4.0,7.0,6.0,6.0,3.0,5.0,4.0,3.0,2.0,6.0,6.0,5.0,4.0,3,5.0,5,6,4,4,5,3,5,4,4,1,3,2,4,3,4,2,3,5,2,3,4,3,5,3,3,5,4,1
138,0,YH1509,0,30,0,1,0,0,0,2,3,1,4.0,1,2,2.0,2,1,1,3,4,2.5,2,0,2,4,4,3,3,1.0,2.0,4,5.0,3,5.0,4.0,3.0,4,3.0,1,6.0,5,3,5.0,4.0,4.0,4,4,5,4,4,3,5,2,3,4,4,1,11,3,3,2,5,6,3,6,5,5,3,4,2,3,3,2,3,3,2,1,2.0,2.8,4,2,3,3,1,1,4.0,5.0,3.0,3.0,4.0,7.0,6.0,4.0,6.0,5.0,5.0,3.0,3.0,2.0,3,3.0,4,4,5,5,6,5,3,3,2,4,2,1,2,1,4,2,5,5,3,5,3,6,7,3,4,3,4,0
139,0,VT2801,0,25,1,1,1,0,0,1,3,3,2.0,1,1,,5,2,3,3,42,13.0,4,5,4,3,5,4,3,4.0,3.0,6,5.0,5,2.0,4.0,3.0,4,6.0,4,6.0,5,2,4.0,4.0,4.0,5,4,5,5,6,4,4,4,2,3,2,1,5,3,4,3,3,5,5,2,4,4,5,4,3,3,3,5,5,2,1,1,16.0,10.7,5,8,5,2,1,2,3.0,5.0,4.0,4.0,,1.0,,2.0,4.0,1.0,4.0,,7.0,3.0,3,4.0,5,3,4,7,7,5,5,3,4,7,6,6,7,5,7,6,4,6,3,4,4,5,2,3,4,3,5,0
140,0,HU2311,2,25,0,1,0,0,0,2,4,2,4.0,1,2,3.0,2,4,3,0,11,1.9,2,6,3,4,6,5,5,5.0,4.0,3,4.0,3,5.0,4.0,5.0,6,3.0,6,6.0,5,3,6.0,5.0,4.0,7,4,5,5,4,4,4,4,4,4,4,1,11,5,5,6,5,6,5,6,3,4,5,2,6,2,2,4,4,4,2,1,13.0,2.3,2,1,4,2,5,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,4.0,4,4,4,6,4,4,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,2,2,2,3,4,0
141,0,LX1002,0,26,1,0,1,1,0,2,2,2,2.0,1,3,2.0,2,1,5,2,2,2.7,2,2,1,1,4,3,3,1.0,2.0,3,1.0,5,2.0,3.0,6.0,5,5.0,7,4.0,4,1,5.0,4.0,4.0,6,6,5,2,4,3,4,4,5,5,4,1,2,0,0,3,1,2,3,6,2,5,4,3,4,3,3,5,4,2,3,1,8.0,1.9,1,1,2,2,4,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3,3,3,3,4,3,3,3,3,0,1,1,3,3,3,1,3,3,3,3,3,3,3,3,1,2,3,0
142,0,UB1507,2,26,1,0,0,0,0,1,1,2,3.0,1,1,1.0,1,4,4,4,0,2.9,1,1,1,5,3,3,3,3.0,3.0,3,3.0,3,3.0,3.0,3.0,3,3.0,3,3.0,3,3,3.0,3.0,3.0,3,3,5,3,3,3,3,3,3,3,3,6,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,2,1,1.0,3.3,2,1,2,4,4,4,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,5.0,3,2.0,3,1,1,4,5,3,2,3,3,8,4,3,4,4,5,4,3,5,3,1,7,1,4,4,1,2,3,0
143,0,QB2209,2,27,0,0,1,1,0,1,1,4,1.0,4,3,,5,4,3,3,11,3.3,5,6,5,4,4,4,4,4.0,4.0,4,4.0,4,4.0,4.0,4.0,4,4.0,4,4.0,4,4,4.0,4.0,4.0,4,4,5,4,4,4,4,4,4,4,4,1,1,1,0,4,4,4,3,4,4,4,4,4,4,3,3,4,5,4,3,1,13.0,3.2,2,9,3,2,1,3,5.0,4.0,6.0,4.0,3.0,4.0,3.0,6.0,6.0,4.0,6.0,3.0,5.0,4.0,3,2.0,4,2,5,5,5,4,5,4,4,4,4,3,4,3,3,4,3,6,3,3,3,4,4,3,2,3,4,0
144,0,PP2809,0,27,1,0,1,0,0,1,1,3,3.0,1,3,,5,3,5,2,17,8.5,5,4,5,3,4,5,3,5.0,4.0,5,5.0,3,5.0,4.0,6.0,4,3.0,5,3.0,5,2,7.0,5.0,5.0,5,4,5,6,6,5,7,1,1,3,5,1,5,1,1,2,2,4,4,4,5,4,4,5,2,3,3,3,2,3,3,1,20.0,2.7,4,4,4,3,3,3,5.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3,3.0,4,2,2,4,4,5,5,4,5,2,3,4,3,4,3,4,5,5,4,4,4,4,3,3,3,2,2,0
145,0,GY2412,2,30,1,0,0,0,0,2,3,4,3.0,1,1,4.0,3,4,2,0,7,5.9,3,3,4,1,2,4,3,3.0,3.0,6,4.0,5,3.0,4.0,6.0,4,3.0,3,5.0,4,2,4.0,5.0,4.0,5,5,5,4,6,3,4,3,3,5,3,6,9,5,5,6,6,5,3,6,3,5,2,6,2,4,3,2,3,2,1,1,10.0,2.2,3,2,3,2,3,4,6.0,4.0,3.0,4.0,4.0,4.0,6.0,6.0,7.0,,5.0,5.0,5.0,5.0,3,3.0,4,3,5,4,4,3,4,2,3,16,6,5,5,7,6,6,2,5,4,4,4,7,2,3,5,4,4,1
146,0,RV1502,0,32,0,0,1,0,0,1,4,4,3.0,2,3,2.0,2,2,5,5,5,2.7,2,3,2,2,5,2,3,4.0,3.0,3,2.0,4,3.0,4.0,4.0,6,5.0,4,4.0,7,2,5.0,5.0,4.0,5,4,5,2,3,3,3,2,3,5,4,2,0,4,5,6,4,5,3,4,4,5,3,7,2,3,2,2,3,1,3,0,36.0,3.4,2,3,3,3,1,4,7.0,6.0,7.0,7.0,5.0,4.0,3.0,4.0,5.0,5.0,6.0,,7.0,5.0,3,5.0,5,4,4,4,4,5,4,4,5,19,6,6,7,7,7,7,3,6,3,3,4,3,3,1,4,4,3,0
147,0,SA2410,2,23,0,1,1,0,0,2,4,8,4.0,1,2,3.0,4,4,2,4,15,5.6,3,8,3,2,4,4,6,3.0,6.0,5,5.0,4,5.0,3.0,2.0,4,4.0,6,3.0,6,3,5.0,4.0,4.0,4,5,5,5,5,5,5,4,6,3,5,1,10,5,4,5,5,5,5,4,4,4,7,4,4,3,3,3,3,3,2,1,7.0,6.5,4,10,4,2,1,3,6.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,3,4.0,4,4,6,5,5,5,2,4,4,7,4,4,4,3,4,5,3,6,3,4,4,4,5,2,6,3,3,1
148,0,CJ1609,1,25,1,0,1,0,0,2,4,3,3.0,2,1,1.0,1,2,4,5,6,2.8,1,0,1,4,6,4,4,5.0,5.0,5,5.0,5,6.0,2.0,6.0,6,4.0,4,2.0,6,2,6.0,4.0,4.0,6,7,5,5,4,4,4,4,4,3,5,1,3,2,5,4,4,4,5,4,4,5,3,6,3,3,3,3,2,2,1,1,3.0,2.3,2,1,2,2,1,2,2.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3,5.0,3,5,4,3,3,4,2,4,2,3,3,2,3,3,3,4,5,4,6,2,5,3,4,5,5,2,2,1
149,0,WP1206,0,24,1,0,0,1,0,3,3,3,2.0,4,1,3.0,2,2,4,0,6,45.0,2,3,3,5,3,2,3,1.0,2.0,4,3.0,4,4.0,4.0,5.0,2,1.0,5,3.0,5,4,4.0,4.0,4.0,2,2,2,4,4,4,4,6,3,2,3,1,5,4,3,6,5,3,2,6,2,5,3,4,6,2,2,4,3,3,1,1,1.0,2.7,1,0,2,1,1,3,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,4.0,3.0,3,1.0,3,3,2,4,2,3,1,2,3,0,2,1,3,2,4,4,3,6,1,5,3,4,4,4,4,2,2,0
150,0,VL2809,0,26,0,1,0,1,0,2,1,1,3.0,1,2,3.0,3,2,5,3,8,15.5,3,3,3,4,2,4,3,2.0,2.0,4,4.0,4,2.0,5.0,6.0,2,3.0,5,4.0,4,3,4.0,3.0,4.0,5,3,5,4,3,4,4,3,3,4,5,1,2,1,1,2,2,1,2,6,1,4,4,3,3,4,4,2,3,4,2,1,9.0,2.3,2,0,2,3,2,2,1.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,3,3.0,3,1,2,2,2,3,2,2,3,2,2,3,3,3,4,2,6,5,4,3,6,2,4,3,5,3,4,0
151,0,YU0808,2,33,0,0,0,1,0,2,3,7,2.0,1,4,,4,4,2,0,14,5.5,4,16,5,2,5,5,3,4.0,5.0,4,5.0,3,4.0,4.0,5.0,6,6.0,5,5.0,4,2,3.0,4.0,3.0,5,4,5,5,5,5,6,4,2,4,2,1,11,5,5,5,4,5,4,4,2,3,3,5,4,3,4,3,3,2,4,1,11.0,4.3,4,5,4,4,1,4,4.0,4.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,3.0,5.0,3,2.0,3,2,1,5,4,6,6,2,5,2,3,4,4,4,4,5,5,5,3,5,5,4,1,3,3,3,3,0
152,0,KY2204,0,32,1,0,0,0,0,1,1,5,1.0,1,1,,4,4,2,5,24,22.9,5,2,5,4,6,5,5,4.0,4.0,5,5.0,3,4.0,5.0,6.0,4,4.0,5,3.0,6,2,5.0,7.0,5.0,7,7,5,5,7,5,5,5,5,6,5,1,1,5,5,6,6,7,5,3,4,3,3,4,3,4,4,2,3,2,1,1,37.0,4.2,4,5,5,4,1,3,4.0,7.0,5.0,4.0,6.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3,2.0,2,2,3,2,3,4,2,4,2,3,4,4,4,4,5,3,3,3,4,5,5,4,2,3,3,4,3,0
153,0,JZ1112,2,28,1,1,0,1,0,1,2,2,4.0,2,2,3.0,2,1,4,2,14,2.8,2,0,2,2,3,3,1,2.0,3.0,2,3.0,5,3.0,5.0,2.0,4,4.0,5,6.0,3,5,2.0,2.0,4.0,2,4,5,5,5,6,4,3,4,4,3,1,1,2,1,3,3,3,3,5,4,3,3,4,5,2,2,3,5,2,2,1,8.0,4.4,4,11,3,4,3,2,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,,5.0,2.0,3.0,3.0,3,5.0,4,5,5,3,3,3,3,1,3,17,3,3,2,4,6,3,5,2,4,3,4,4,3,4,2,3,3,0
154,0,VV0502,0,23,0,1,1,0,0,2,3,1,99.0,3,2,,5,2,5,3,7,25.4,5,25,5,4,4,2,2,3.0,3.0,2,3.0,5,,3.0,5.0,3,6.0,6,3.0,5,3,4.0,6.0,4.0,6,5,5,4,6,5,4,3,3,4,3,1,0,2,2,4,4,5,2,4,3,5,3,4,3,3,3,3,2,1,2,1,1.0,4.2,2,2,3,3,2,3,6.0,7.0,4.0,7.0,7.0,6.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,3,4.0,5,5,4,3,2,5,4,4,5,8,4,6,4,5,4,4,6,4,4,5,5,4,3,3,2,4,4,0
155,0,RO0610,0,28,0,0,1,0,0,2,4,4,5.0,1,3,1.0,1,1,3,5,5,4.9,1,1,1,3,3,3,1,1.0,3.0,4,4.0,4,4.0,5.0,5.0,5,5.0,5,3.0,5,2,6.0,6.0,4.0,4,6,5,5,5,2,2,3,2,4,3,1,0,2,2,3,4,6,3,3,4,4,6,2,4,4,3,2,3,1,3,1,5.0,2.1,1,6,2,2,3,1,3.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3,5.0,4,7,5,7,7,4,4,3,4,3,4,5,4,4,7,4,1,6,5,5,4,4,2,5,3,5,4,0
156,0,RI2812,2,26,0,1,0,0,0,1,3,2,6.0,1,2,3.0,2,2,2,4,13,7.2,4,1,3,3,4,4,3,6.0,5.0,4,,4,6.0,2.0,4.0,6,6.0,6,4.0,7,3,5.0,7.0,5.0,6,6,5,4,5,5,4,4,4,5,4,1,4,3,2,5,5,5,5,4,6,4,3,3,5,4,4,2,1,1,2,1,2.0,14.4,4,13,4,4,5,4,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,3,4.0,6,3,6,5,5,4,4,4,5,10,4,6,3,4,6,5,3,3,4,3,5,3,4,3,3,3,4,0
157,0,AN0107,0,30,0,1,0,1,0,1,1,5,2.0,1,2,4.0,3,3,4,5,4,6.6,4,3,4,2,5,3,4,4.0,4.0,4,4.0,3,3.0,4.0,3.0,4,4.0,3,4.0,2,4,3.0,2.0,5.0,4,4,5,3,3,5,5,3,4,3,3,1,3,3,3,4,4,4,4,3,5,3,4,3,4,4,3,2,3,4,2,0,2.0,1.3,2,3,3,3,3,1,4.0,5.0,5.0,4.0,5.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3,3.0,3,5,3,6,6,4,3,4,3,2,4,4,4,5,5,3,3,3,2,4,4,5,4,4,3,4,3,0
158,0,HN2409,0,27,1,0,1,1,0,1,3,3,5.0,4,3,3.0,2,1,4,3,30,4.6,3,5,3,2,6,4,4,4.0,7.0,6,5.0,1,5.0,6.0,3.0,4,4.0,3,6.0,3,4,3.0,5.0,6.0,5,5,5,5,6,6,5,3,4,3,3,1,11,2,2,4,3,4,6,2,4,3,4,4,4,2,3,3,2,2,3,1,10.0,3.1,1,4,2,1,1,2,7.0,7.0,6.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,6.0,2.0,3.0,2.0,3,4.0,4,4,3,4,3,4,3,4,4,8,5,3,4,4,4,5,3,4,3,4,5,4,3,3,4,3,4,1
