id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,completed_t2
144,0,GL1902,1,32,0,0,1,1,0,2,3,2,4.0,3,3.0,1.0,2.0,0.0,5.0,2.0,0,3.0,2.0,3.0,1.0,4.0,6.0,4.0,3.0,,6.0,3.0,6.0,3.0,2.0,7.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,6.0,5.0,5.0,5.0,6.0,4.0,2.0,2.0,4.0,5.0,1.0,3,0.0,0.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,1
145,0,GO0601,2,25,1,0,0,0,0,2,4,3,2.0,1,1.0,2.0,3.0,0.0,4.0,1.0,2,1.6,2.0,15.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,7.0,1.0,7.0,1.0,4.0,5.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,4.0,6.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1
146,1,GP1704,0,21,0,1,1,0,0,2,3,1,1.0,1,2.0,2.0,3.0,2.0,2.0,1.0,4,4.0,3.0,11.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,3.0,5.0,5.0,5.0,6.0,4.0,2.0,3.0,3.0,2.0,1.0,5,1.0,0.0,2.0,2.0,2.0,3.0,2.0,6.0,3.0,5.0,1.0,5.0,4.0,2.0,3.0,1.0,3.0,0
147,0,GR0702,2,27,1,0,0,1,0,2,4,3,,4,1.0,2.0,2.0,3.0,5.0,5.0,10,3.1,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,5.0,6.0,2.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,7.0,7.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,5,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,4.0,1
148,0,GU1412,1,28,1,1,1,0,0,2,3,3,2.0,2,2.0,3.0,2.0,1.0,5.0,3.0,3,2.5,3.0,0.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,7.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,1.0,0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,1
149,0,gui102,2,27,1,0,0,0,0,1,3,2,1.0,3,1.0,3.0,3.0,2.0,4.0,3.0,32,1.5,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,1
150,0,GY2412,2,30,1,0,0,0,0,2,3,4,3.0,1,1.0,4.0,3.0,4.0,2.0,0.0,7,5.9,3.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,6.0,4.0,5.0,3.0,4.0,6.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,3.0,4.0,3.0,3.0,5.0,3.0,6.0,9,5.0,5.0,6.0,6.0,5.0,3.0,6.0,3.0,5.0,2.0,6.0,2.0,4.0,3.0,2.0,3.0,2.0,1
151,0,HA0406,2,27,1,0,0,1,0,1,3,3,2.0,2,1.0,3.0,3.0,0.0,5.0,2.0,10,7.8,2.0,9.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,6.0,2.0,5.0,6.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,6.0,4.0,4.0,3.0,2.0,3.0,1
152,1,HA136,2,23,1,1,0,0,0,2,3,7,2.0,1,2.0,1.0,2.0,1.0,3.0,2.0,1,2.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,3.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,7.0,4.0,6.0,7.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,6.0,4.0,6.0,1.0,2,4.0,2.0,2.0,3.0,2.0,1.0,4.0,6.0,5.0,7.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,0
153,0,HA1704,2,29,1,1,0,0,0,2,3,3,3.0,1,2.0,1.0,1.0,3.0,3.0,4.0,14,2.8,2.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,1.0,1,3.0,4.0,4.0,3.0,5.0,4.0,2.0,7.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,1
154,0,HA2508,2,24,1,1,0,1,0,1,3,3,6.0,2,2.0,2.0,2.0,0.0,4.0,2.0,18,3.1,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,7.0,3.0,3.0,1.0,3.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,7.0,3.0,3.0,5.0,3.0,6.0,1.0,1,0.0,0.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,1
155,1,haha,0,21,1,0,0,0,0,1,3,1,1.0,1,1.0,1.0,1.0,0.0,5.0,3.0,9,5.3,1.0,1.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,6.0,4.0,5.0,3.0,4.0,2.0,3.0,6.0,5.0,6.0,4.0,2.0,5.0,2.0,6.0,5.0,3.0,5.0,5.0,6.0,6.0,4.0,4.0,2.0,4.0,4.0,5.0,0,0.0,0.0,3.0,3.0,2.0,4.0,3.0,5.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,0
156,1,hahaha,0,19,1,1,1,0,0,2,3,2,1.0,1,3.0,4.0,4.0,1.0,5.0,3.0,12,7.9,5.0,10.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,7.0,3.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,7.0,5.0,0,0.0,1.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,0
157,1,hahahaa,0,20,0,0,1,1,0,2,3,1,1.0,1,3.0,3.0,4.0,0.0,3.0,1.0,4,3.7,5.0,6.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
158,1,hahahaha,0,21,1,0,1,1,0,1,3,2,1.0,1,1.0,3.0,2.0,3.0,3.0,5.0,12,3.9,3.0,8.0,3.0,3.0,3.0,6.0,3.0,4.0,3.0,2.0,4.0,6.0,4.0,6.0,6.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,12,4.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,0
159,1,haiz,0,20,1,1,1,0,0,2,2,1,1.0,2,1.0,4.0,3.0,4.0,2.0,5.0,7,4.5,3.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,7.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,1.0,3.0,4.0,5.0,1.0,2,3.0,5.0,2.0,3.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,6.0,4.0,4.0,1.0,1.0,3.0,0
160,1,haizz,0,18,0,0,1,0,0,1,3,1,2.0,2,3.0,1.0,1.0,1.0,3.0,1.0,5,0.5,1.0,6.0,2.0,1.0,6.0,3.0,5.0,6.0,4.0,3.0,3.0,6.0,2.0,6.0,3.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,6.0,4.0,6.0,4.0,3.0,4.0,4.0,2.0,2.0,4,1.0,1.0,3.0,3.0,5.0,2.0,3.0,7.0,4.0,6.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,0
161,1,haizzz,0,21,1,1,0,1,0,1,3,2,2.0,1,1.0,4.0,3.0,4.0,5.0,4.0,15,5.8,2.0,8.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,7.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,7.0,1.0,6,5.0,4.0,2.0,4.0,6.0,7.0,1.0,6.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,0
162,1,haizzza,0,19,1,0,0,1,0,2,1,1,1.0,1,1.0,4.0,4.0,1.0,4.0,1.0,0,2.8,3.0,18.0,3.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,7.0,4.0,3.0,7.0,4.0,4.0,3.0,5.0,4.0,3.0,1.0,5.0,3.0,5.0,4.0,3.0,3.0,7.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,3,0.0,0.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,0
163,1,haizzzz,0,21,1,0,1,1,0,2,3,1,1.0,2,1.0,3.0,3.0,4.0,2.0,5.0,11,11.9,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,2.0,5.0,6.0,4.0,3.0,7.0,3.0,5.0,5.0,6.0,1.0,3,5.0,5.0,3.0,3.0,7.0,7.0,2.0,5.0,1.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,0
164,0,HANTT,2,30,1,1,0,0,0,2,3,3,4.0,2,2.0,1.0,1.0,0.0,3.0,1.0,0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,2.0,6.0,2.0,2.0,4.0,5.0,5.0,3.0,6.0,2.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,1.0,0,0.0,0.0,2.0,1.0,1.0,6.0,6.0,1.0,6.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,0
165,1,hehe,0,18,0,1,0,0,0,2,1,1,2.0,2,2.0,2.0,2.0,3.0,2.0,4.0,11,4.5,1.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,6.0,5.0,4.0,6.0,6.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,3,1.0,1.0,2.0,3.0,3.0,2.0,3.0,7.0,4.0,6.0,3.0,6.0,2.0,2.0,3.0,1.0,1.0,0
166,1,hehehe,0,20,1,0,0,0,0,2,3,1,,2,1.0,2.0,1.0,0.0,1.0,3.0,8,1.2,2.0,5.0,1.0,5.0,7.0,2.0,2.0,3.0,1.0,5.0,1.0,4.0,6.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,2.0,5.0,2.0,2,0.0,2.0,3.0,2.0,5.0,2.0,3.0,6.0,3.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,0
167,1,hehehehe,0,20,1,0,0,1,0,2,3,2,3.0,2,1.0,4.0,4.0,3.0,1.0,4.0,7,9.4,3.0,13.0,4.0,3.0,2.0,3.0,3.0,4.0,7.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,6.0,4.0,5.0,5.0,2.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,4,2.0,3.0,2.0,4.0,4.0,3.0,3.0,7.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,0
168,0,HH3112,2,31,1,1,0,0,0,2,3,3,4.0,3,2.0,2.0,2.0,1.0,4.0,1.0,15,3.0,2.0,10.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,6.0,4.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,1.0,2,2.0,1.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,0
169,1,hhhh,0,20,1,0,0,0,0,1,3,2,2.0,1,1.0,2.0,3.0,0.0,3.0,3.0,11,1.9,3.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,1.0,4.0,6.0,4.0,3.0,7.0,4.0,6.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,5,1.0,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,0
170,1,hhhhh,0,21,1,1,0,0,0,1,3,1,1.0,2,1.0,1.0,1.0,1.0,2.0,4.0,5,18.3,1.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,6.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,7.0,3.0,1.0,4,2.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,2.0,0
171,1,hhhhhh,0,20,1,1,0,1,0,2,3,1,1.0,4,1.0,3.0,4.0,4.0,5.0,5.0,8,4.1,3.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,6.0,7.0,4.0,6.0,4.0,5.0,6.0,4.0,6.0,1.0,6.0,7.0,2.0,3.0,5.0,7.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,0,3.0,5.0,5.0,3.0,3.0,7.0,3.0,7.0,1.0,5.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,0
172,0,HI0704,0,30,0,1,1,0,0,3,4,5,1.0,3,2.0,2.0,2.0,0.0,5.0,1.0,5,8.1,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,7.0,3.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,,4.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,1,0.0,0.0,4.0,2.0,2.0,5.0,1.0,6.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,1
173,1,hic,0,20,1,0,0,0,0,1,3,1,1.0,3,1.0,1.0,1.0,1.0,4.0,2.0,1,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5,1.0,2.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,0
174,1,hichic,0,18,1,1,0,0,0,1,1,2,2.0,2,1.0,2.0,4.0,1.0,3.0,4.0,2,8.2,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,6.0,6.0,5.0,3.0,2.0,3.0,6.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,7.0,4.0,5.0,4.0,5.0,3.0,1.0,6.0,1.0,7,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,0
175,1,hihi,0,20,0,1,0,0,0,2,3,1,1.0,2,2.0,1.0,1.0,1.0,5.0,4.0,21,1.3,2.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,6.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,7.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,12,2.0,3.0,4.0,3.0,4.0,2.0,3.0,6.0,4.0,6.0,3.0,5.0,3.0,3.0,5.0,2.0,3.0,0
176,1,hihihi,0,20,0,1,0,0,0,2,3,4,1.0,1,2.0,1.0,1.0,2.0,2.0,3.0,7,1.9,1.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,7.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,7.0,3.0,7.0,3.0,6.0,5.0,3.0,7.0,4.0,6.0,1.0,2,3.0,3.0,3.0,2.0,3.0,3.0,2.0,7.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,5.0,4.0,0
177,1,hihihihi,0,21,1,1,0,0,0,1,1,4,2.0,1,1.0,2.0,4.0,0.0,4.0,1.0,12,4.4,5.0,10.0,5.0,4.0,5.0,4.0,3.0,2.0,7.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,5.0,6.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,1,1.0,1.0,4.0,4.0,3.0,4.0,3.0,6.0,3.0,5.0,2.0,6.0,5.0,4.0,3.0,4.0,2.0,0
178,1,hihihii,0,22,1,0,1,0,0,1,3,2,1.0,1,1.0,2.0,3.0,2.0,1.0,3.0,12,14.1,2.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,1.0,6.0,4.0,3.0,5.0,4.0,7.0,6.0,6.0,6.0,7.0,6.0,4.0,6.0,3.0,1.0,7,3.0,2.0,4.0,2.0,1.0,6.0,3.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,0
179,1,HL0509,0,20,1,1,0,0,0,2,1,2,1.0,1,1.0,2.0,3.0,1.0,5.0,2.0,1520,45.0,2.0,,4.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,6.0,4.0,6.0,4.0,5.0,3.0,4.0,5.0,6.0,3.0,5.0,6.0,4.0,4.0,2.0,5.0,6.0,6.0,5.0,4.0,6.0,3.0,1.0,2.0,1.0,0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,6.0,3.0,2.0,6.0,4.0,3.0,4.0,3.0,3.0,3.0,0
180,1,HN143,1,22,1,0,0,0,0,2,3,2,2.0,1,1.0,2.0,3.0,2.0,3.0,3.0,5,2.0,5.0,5.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,0
181,0,HN2409,0,27,1,0,1,1,0,1,3,3,5.0,4,3.0,3.0,2.0,1.0,4.0,3.0,30,4.6,3.0,5.0,3.0,2.0,6.0,4.0,4.0,4.0,7.0,6.0,5.0,1.0,5.0,6.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0,3.0,3.0,1.0,11,2.0,2.0,4.0,3.0,4.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1
182,1,HP1208,0,18,1,1,0,0,0,2,1,2,1.0,1,2.0,4.0,3.0,2.0,5.0,3.0,20,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,7.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,2,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,6.0,2.0,3.0,4.0,2.0,2.0,2.0,0
183,1,HT0211,2,18,1,1,0,0,0,2,1,2,1.0,1,1.0,2.0,4.0,2.0,5.0,3.0,30,2.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,6.0,4.0,6.0,5.0,5.0,2.0,6.0,7.0,2.0,6.0,6.0,4.0,5.0,2.0,5.0,5.0,5.0,6.0,6.0,7.0,4.0,5.0,5.0,1.0,2,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,0
184,0,HT0303,1,23,1,0,1,0,0,1,3,3,1.0,2,1.0,,4.0,3.0,3.0,3.0,21,8.9,4.0,3.0,5.0,4.0,6.0,5.0,3.0,3.0,3.0,6.0,6.0,4.0,6.0,2.0,5.0,6.0,5.0,5.0,3.0,4.0,2.0,4.0,6.0,3.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,1.0,8,3.0,2.0,4.0,5.0,4.0,4.0,2.0,6.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1
185,1,HT2004,2,22,1,1,0,0,0,2,1,2,1.0,1,1.0,1.0,2.0,1.0,2.0,1.0,7,1.0,2.0,10.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,4.0,6.0,4.0,6.0,3.0,6.0,6.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,3.0,1.0,0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,1.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,0
186,0,HT2401,1,25,1,1,0,0,0,2,3,3,4.0,1,1.0,2.0,4.0,3.0,4.0,2.0,15,3.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,1.0,1,2.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,0
187,0,HTX322,2,25,0,1,0,0,0,2,1,3,4.0,2,2.0,3.0,1.0,0.0,2.0,2.0,1,4.4,2.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,5.0,4.0,2.0,3.0,3.0,1.0,1,0.0,0.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,6.0,2.0,3.0,2.0,3.0,2.0,3.0,1
188,0,HU2311,2,25,0,1,0,0,0,2,4,2,4.0,1,2.0,3.0,2.0,4.0,3.0,0.0,11,1.9,2.0,6.0,3.0,4.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,6.0,3.0,6.0,6.0,5.0,3.0,6.0,5.0,4.0,7.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,11,5.0,5.0,6.0,5.0,6.0,5.0,6.0,3.0,4.0,5.0,2.0,6.0,2.0,2.0,4.0,4.0,4.0,1
189,1,huhu,0,19,0,1,0,1,0,1,1,1,2.0,2,2.0,1.0,1.0,2.0,5.0,3.0,3,11.1,1.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,7.0,5.0,3.0,2.0,4.0,2.0,6.0,3.0,5.0,5.0,3.0,5.0,7.0,5.0,3.0,5.0,2.0,4.0,4.0,7.0,1.0,0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,7.0,4.0,5.0,3.0,4.0,3.0,0
190,1,huhuhoo,0,20,1,0,0,0,0,2,3,4,1.0,1,1.0,2.0,2.0,1.0,5.0,2.0,1,1.6,2.0,5.0,3.0,4.0,6.0,4.0,2.0,3.0,3.0,2.0,4.0,7.0,5.0,4.0,6.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,6.0,2.0,5.0,5.0,1,1.0,0.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,1.0,0
191,1,huhuhu,0,18,1,0,0,0,0,1,3,1,1.0,1,1.0,4.0,4.0,3.0,4.0,5.0,24,7.0,4.0,0.0,5.0,1.0,3.0,3.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,6.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,4.0,5.0,2.0,4.0,6.0,3.0,5.0,3.0,5.0,4.0,4.0,9,5.0,4.0,6.0,5.0,5.0,6.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,0
