id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,A2_T2,A3_T2,EXP1_T2,EXP2_T2,EXP3_T2,EXP4_T2,EXP5_T2,EXP6_T2,EXP7_T2,EXP8_T2,PS1_T2,PS2_T2,PS3_T2,PS4_T2,PS5_T2,PSI1_T2,PSI2_T2,PSI3_T2,PSI4_T2,PSI5_T2,EA1_T2,EA2_T2,EA3_T2,EA4_T2,IMC1_T2,SP1_T2,SP2_T2,SP3_T2,SP4_T2,MV1_T2,MV2_T2,UBI1_T2,UBI2_T2,UBI3_T2,UBI4_T2,IPB1_T2,IPB2_T2,IPB3_T2,IPB4_T2,IPB5_T2,IPB6_T2,IMC2_T2,MA1_T2,MA2_T2,MA3_T2,TA1_T2,TA2_T2,TA3_T2,PEER1,PEER2,PEER3,MOOD1_T2,MOOD2_T2,L1
119,0,NU0410,1,29,0,0,1,0,0,2,3,8,2.0,3,3,3.0,4,1,3,5,17,4.7,2,1,3,3,4,3,3,4.0,1.0,4,4.0,5,4.0,3.0,5.0,5,4.0,6,4.0,5,3,3.0,6.0,6.0,4,5,5,5,4,4,5,3,3,2,3,1,9,3,4,4,5,4,3,6,2,5,4,4,4,2,2,3,2,3,3,1,25.0,6.2,2,2,4,3,5,3,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,3,2.0,4,4,3,4,6,3,2,2,5,1,5,6,4,5,6,5,4,3,4,5,3,3,5,4,4,3,3,0
120,0,NW0402,2,27,0,0,1,0,0,3,3,2,1.0,2,3,3.0,3,1,5,4,10,6.6,4,11,3,3,4,3,5,2.0,4.0,4,4.0,3,3.0,3.0,5.0,5,5.0,6,3.0,6,3,7.0,6.0,5.0,6,6,5,5,4,6,6,3,6,4,5,1,3,4,1,4,3,3,4,3,4,4,3,3,3,3,3,3,4,3,3,1,0.0,3.9,2,0,3,2,1,4,3.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,3,2.0,4,3,4,5,5,4,4,4,4,2,2,2,4,2,5,3,4,5,4,4,5,4,2,6,3,5,5,0
121,0,NX1803,1,28,1,0,0,0,0,2,3,3,2.0,1,1,4.0,3,4,2,0,15,6.5,3,7,3,2,3,2,4,3.0,3.0,4,3.0,4,4.0,5.0,2.0,4,3.0,2,5.0,3,2,5.0,3.0,4.0,4,2,5,6,5,4,5,5,3,3,3,1,5,3,5,3,6,6,3,4,2,5,4,4,3,3,4,3,4,1,1,1,28.0,1.9,3,5,4,3,3,1,5.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,2.0,3,3.0,2,4,1,4,4,3,4,3,3,9,6,6,5,4,6,6,4,4,3,5,2,4,6,5,4,4,4,1
122,0,OF1811,0,30,0,1,0,0,0,2,3,1,1.0,2,2,3.0,2,4,2,0,3,9.2,2,0,3,2,5,4,5,3.0,5.0,5,6.0,4,4.0,2.0,4.0,7,3.0,5,3.0,6,2,5.0,7.0,4.0,5,3,5,5,4,5,5,3,4,5,3,1,15,5,5,5,5,7,6,5,5,3,4,4,3,3,4,3,2,4,2,1,11.0,2.2,3,0,3,2,1,3,6.0,5.0,6.0,6.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3,5.0,4,6,6,5,4,3,4,4,4,14,5,4,6,3,6,5,4,5,3,5,2,5,4,4,4,3,3,0
123,0,okie01,1,26,1,0,0,1,0,2,3,3,3.0,2,1,4.0,3,2,5,5,15,5.9,4,0,3,5,4,4,3,4.0,3.0,4,4.0,5,3.0,1.0,7.0,7,6.0,6,2.0,6,1,7.0,5.0,2.0,6,7,5,4,5,4,4,4,4,4,3,1,5,4,3,4,5,4,4,6,2,5,4,3,4,3,3,4,4,2,1,1,17.0,2.4,3,0,2,2,1,1,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,3,7.0,6,5,5,5,4,4,5,4,3,5,4,6,4,5,4,4,5,4,6,2,6,3,2,3,1,3,3,1
124,0,OW0106,2,26,1,1,0,0,0,3,3,3,,1,2,3.0,4,2,4,4,4,4.6,3,2,3,3,6,4,5,4.0,4.0,5,5.0,4,3.0,4.0,5.0,7,3.0,4,3.0,5,3,6.0,6.0,4.0,6,7,5,7,7,5,6,2,3,2,2,1,1,1,1,4,5,3,5,5,2,5,3,3,5,2,2,3,2,3,2,1,4.0,4.5,3,2,3,3,2,3,5.0,4.0,4.0,5.0,4.0,3.0,6.0,4.0,5.0,3.0,2.0,3.0,4.0,,3,4.0,3,2,4,5,5,2,3,3,1,3,3,4,4,4,4,4,6,4,5,4,3,3,3,3,3,4,3,0
125,0,PA2305,2,30,1,0,0,1,0,1,3,3,2.0,1,1,,5,4,4,5,16,19.3,4,14,5,3,6,7,5,5.0,5.0,4,4.0,3,6.0,2.0,7.0,7,5.0,6,2.0,5,2,6.0,7.0,2.0,5,6,5,4,5,6,5,3,3,3,4,1,1,5,5,4,4,4,5,5,2,6,5,1,4,3,4,3,3,2,1,1,9.0,10.3,2,12,3,4,3,3,4.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,3,5.0,4,4,5,2,2,3,3,4,3,2,4,3,4,5,4,4,5,4,5,3,4,3,2,4,4,3,3,0
126,0,PE0404,2,26,1,0,1,1,0,2,3,3,2.0,3,3,2.0,1,0,5,1,10,2.5,1,3,2,2,1,1,1,1.0,2.0,2,3.0,4,3.0,5.0,7.0,4,3.0,5,5.0,3,3,3.0,4.0,4.0,2,3,5,3,3,4,4,2,3,4,4,1,1,1,1,2,1,2,1,3,5,5,4,4,2,4,5,1,2,1,3,0,5.0,3.0,1,1,1,5,2,3,4.0,4.0,4.0,3.0,3.0,5.0,6.0,7.0,5.0,3.0,4.0,3.0,2.0,3.0,3,5.0,5,4,6,4,3,2,2,3,3,0,1,1,2,1,3,1,3,5,4,3,4,4,2,1,1,5,5,1
127,0,PH0609,1,25,1,0,0,0,0,2,4,3,1.0,2,1,1.0,1,1,5,3,1,1.3,1,0,1,5,3,3,3,4.0,4.0,5,5.0,4,6.0,6.0,3.0,4,3.0,2,6.0,6,5,4.0,4.0,7.0,3,4,5,4,5,5,5,2,4,3,3,1,1,1,2,1,3,4,4,4,4,2,6,4,5,4,3,5,5,4,1,1,9.0,5.7,1,4,3,3,1,3,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,2.0,3.0,3.0,2.0,3,3.0,4,3,3,6,7,5,4,3,3,2,5,4,4,6,5,6,3,2,4,4,2,5,6,5,3,2,4,1
128,0,PI1108,2,29,0,1,0,1,0,2,3,3,2.0,2,2,4.0,4,3,3,4,11,11.9,4,5,4,2,4,2,3,3.0,3.0,3,3.0,4,3.0,3.0,6.0,6,4.0,4,1.0,6,2,3.0,5.0,3.0,4,7,5,5,3,4,3,3,2,3,3,1,1,2,3,2,3,4,2,5,2,6,3,5,3,4,4,3,2,1,1,1,27.0,3.3,3,2,4,1,5,1,3.0,4.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,2.0,5.0,3,4.0,4,3,6,4,4,4,5,4,5,0,2,3,2,2,4,4,4,4,1,3,6,3,2,3,3,3,3,0
129,0,PI2010,2,29,1,0,1,0,0,1,3,3,3.0,2,3,3.0,2,2,2,3,3,4.7,3,2,2,2,5,3,2,2.0,3.0,4,4.0,4,2.0,6.0,3.0,3,2.0,4,7.0,4,2,3.0,3.0,6.0,3,3,5,4,3,3,4,6,4,4,4,1,2,2,4,4,3,3,2,3,3,4,3,6,4,4,4,3,4,3,3,1,16.0,13.4,2,6,4,2,2,4,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,3.0,5.0,3.0,3,7.0,4,4,5,5,5,6,5,6,5,6,6,6,3,6,6,5,3,6,2,5,4,3,1,2,2,3,3,0
130,0,PL2412,2,28,1,0,0,0,0,2,3,3,2.0,2,1,,4,3,2,3,10,7.4,5,2,5,2,3,3,3,4.0,3.0,3,2.0,4,2.0,2.0,4.0,6,5.0,5,2.0,6,1,6.0,6.0,3.0,5,5,5,6,3,4,4,5,5,5,5,1,0,3,2,3,5,3,4,4,6,4,3,6,2,4,2,3,3,2,1,1,16.0,4.5,3,3,4,5,3,3,,5.0,4.0,5.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,3,3.0,3,5,5,7,6,4,6,2,3,12,3,4,4,3,4,3,4,2,3,4,4,6,2,2,3,3,2,1
131,0,plan02,1,24,0,1,0,0,0,2,3,3,3.0,1,2,2.0,1,1,2,2,4,1.3,2,3,2,3,3,3,2,3.0,3.0,4,5.0,5,2.0,4.0,4.0,5,4.0,4,3.0,3,5,3.0,3.0,6.0,4,4,5,4,3,3,3,2,2,1,3,1,2,1,0,3,2,4,3,3,4,3,3,5,5,3,2,3,2,2,2,1,1.0,3.1,2,3,1,2,3,3,6.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,,4.0,3.0,3.0,2.0,3,4.0,5,3,3,5,5,1,1,1,1,1,3,5,3,4,3,4,4,5,2,4,3,4,1,3,2,5,4,1
132,0,PP2809,0,27,1,0,1,0,0,1,1,3,3.0,1,3,,5,3,5,2,17,8.5,5,4,5,3,4,5,3,5.0,4.0,5,5.0,3,5.0,4.0,6.0,4,3.0,5,3.0,5,2,7.0,5.0,5.0,5,4,5,6,6,5,7,1,1,3,5,1,5,1,1,2,2,4,4,4,5,4,4,5,2,3,3,3,2,3,3,1,20.0,2.7,4,4,4,3,3,3,5.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,3,3.0,4,2,2,4,4,5,5,4,5,2,3,4,3,4,3,4,5,5,4,4,4,4,3,3,3,2,2,0
133,0,PQ0501,1,28,0,1,0,0,0,2,2,3,4.0,1,2,4.0,4,3,5,4,25,4.2,4,6,4,3,5,5,5,5.0,5.0,5,5.0,5,5.0,5.0,5.0,5,5.0,5,5.0,5,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,2,0,2,3,5,5,5,2,5,5,5,5,5,5,4,3,3,2,1,2,0,25.0,18.4,5,19,5,5,1,1,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3,3.0,5,3,4,4,5,2,2,2,3,13,3,5,5,4,4,4,5,5,4,4,2,5,4,6,4,3,3,0
134,0,PQ2201,0,26,1,1,1,0,0,1,3,1,2.0,1,2,4.0,4,3,3,5,4,5.2,5,4,4,5,4,4,2,4.0,3.0,3,4.0,5,2.0,4.0,4.0,4,3.0,3,4.0,5,3,7.0,5.0,5.0,4,4,5,5,4,6,4,3,3,4,3,1,1,3,2,1,4,4,4,6,4,3,5,4,4,3,2,4,3,4,2,1,5.0,1.8,3,2,2,3,4,4,3.0,7.0,5.0,5.0,6.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,5.0,3,4.0,5,4,5,6,7,3,4,4,6,2,3,3,4,4,7,5,3,4,5,2,7,2,3,2,4,4,3,0
135,0,QA1910,1,26,0,1,0,0,0,2,4,3,3.0,3,2,3.0,2,1,5,3,17,2.4,3,8,3,5,3,2,2,4.0,3.0,3,4.0,4,4.0,5.0,2.0,3,1.0,2,4.0,4,3,5.0,6.0,3.0,4,4,5,5,6,5,4,6,5,5,5,1,0,1,2,5,2,4,4,3,3,4,2,4,5,1,2,3,4,3,2,1,18.0,2.1,2,5,2,5,1,3,2.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3,3.0,3,4,5,5,5,4,1,3,3,2,2,1,3,1,1,1,3,5,4,6,2,6,6,3,5,3,2,0
136,0,QB2209,2,27,0,0,1,1,0,1,1,4,1.0,4,3,,5,4,3,3,11,3.3,5,6,5,4,4,4,4,4.0,4.0,4,4.0,4,4.0,4.0,4.0,4,4.0,4,4.0,4,4,4.0,4.0,4.0,4,4,5,4,4,4,4,4,4,4,4,1,1,1,0,4,4,4,3,4,4,4,4,4,4,3,3,4,5,4,3,1,13.0,3.2,2,9,3,2,1,3,5.0,4.0,6.0,4.0,3.0,4.0,3.0,6.0,6.0,4.0,6.0,3.0,5.0,4.0,3,2.0,4,2,5,5,5,4,5,4,4,4,4,3,4,3,3,4,3,6,3,3,3,4,4,3,2,3,4,0
137,0,QD0301,2,29,1,1,1,0,0,2,4,3,1.0,3,3,,5,1,3,3,17,13.8,5,14,5,3,4,6,3,4.0,3.0,5,5.0,3,3.0,1.0,6.0,7,7.0,7,4.0,7,2,5.0,7.0,3.0,7,6,5,4,4,4,3,4,4,5,5,1,2,2,2,4,5,6,4,3,5,3,2,3,4,2,2,3,3,5,3,1,15.0,9.5,4,1,4,5,3,2,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,6.0,5.0,5.0,3,6.0,4,4,4,5,5,3,2,3,4,3,3,3,5,5,4,4,3,4,4,4,3,6,6,5,3,3,3,1
138,0,QQ2801,2,29,1,0,0,0,0,2,3,2,3.0,3,1,,4,3,2,5,15,13.6,4,5,5,2,2,3,2,3.0,2.0,3,4.0,6,3.0,2.0,5.0,5,5.0,6,3.0,5,2,7.0,6.0,3.0,5,6,5,6,5,5,5,6,4,5,5,1,2,2,3,3,4,3,3,4,2,5,4,4,3,2,3,2,2,3,1,1,50.0,15.8,5,13,5,4,1,1,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,3,6.0,5,4,5,5,4,3,5,4,4,31,6,6,4,6,5,6,5,2,6,4,4,5,7,4,3,2,3,1
139,0,QS1211,0,24,1,1,0,1,0,2,3,3,2.0,2,1,3.0,2,4,3,0,2,4.7,3,10,3,2,4,3,4,2.0,3.0,5,5.0,3,3.0,3.0,2.0,5,5.0,4,5.0,5,2,5.0,4.0,4.0,4,4,5,3,4,4,4,4,4,4,6,2,6,5,5,5,6,5,4,5,4,6,2,5,3,3,3,3,5,3,1,1,0.0,8.9,3,0,2,5,3,4,4.0,4.0,3.0,4.0,2.0,5.0,5.0,7.0,4.0,7.0,4.0,3.0,4.0,3.0,3,3.0,3,2,4,4,4,4,2,3,2,9,2,3,3,4,4,5,3,4,3,2,5,4,5,4,4,3,3,1
140,0,QU0810,2,27,1,0,0,0,0,2,3,3,2.0,3,1,,5,1,3,3,31,26.6,5,16,5,4,3,4,2,2.0,2.0,4,2.0,3,4.0,4.0,3.0,1,4.0,4,4.0,5,5,2.0,4.0,5.0,3,4,5,5,5,5,4,6,4,6,6,1,0,2,1,5,3,5,2,4,4,4,3,5,3,3,3,3,4,2,1,1,23.0,4.6,4,0,4,4,3,3,7.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,2,5.0,5,5,3,2,3,4,4,5,6,0,5,6,5,6,3,5,4,3,6,5,3,3,4,4,2,4,3,0
141,0,RA1912,2,26,1,1,1,0,0,2,3,3,1.0,2,1,3.0,2,3,3,3,7,6.4,3,4,3,4,3,3,3,2.0,2.0,4,3.0,5,2.0,3.0,4.0,6,5.0,7,4.0,7,2,5.0,7.0,4.0,5,6,5,6,6,6,6,5,5,4,3,1,2,3,4,5,5,4,3,2,7,1,2,7,2,3,3,1,2,1,2,1,6.0,2.0,2,0,3,2,3,1,5.0,5.0,4.0,,4.0,1.0,1.0,2.0,2.0,1.0,4.0,6.0,5.0,,3,5.0,5,6,6,5,4,3,5,2,3,0,2,2,2,4,3,3,3,4,4,4,4,3,3,3,3,4,3,0
142,0,RA2502,2,23,1,1,1,0,0,1,3,3,6.0,3,1,2.0,2,2,5,4,6,1.9,2,8,2,2,4,3,4,3.0,3.0,3,5.0,6,4.0,3.0,4.0,5,5.0,3,4.0,5,3,4.0,4.0,5.0,4,4,5,5,5,4,4,4,4,4,6,2,2,2,3,3,5,5,4,4,2,4,3,6,3,4,3,4,3,4,1,1,9.0,1.5,1,0,1,2,3,4,3.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,3,5.0,5,4,4,5,4,2,3,3,4,5,3,5,3,3,4,4,3,7,2,4,2,4,4,4,4,3,3,1
143,0,RA2510,2,27,0,1,1,0,0,1,3,3,4.0,1,3,2.0,2,1,3,2,4,2.8,2,1,2,2,5,1,5,4.0,3.0,4,3.0,4,4.0,4.0,3.0,4,6.0,4,7.0,4,3,3.0,3.0,5.0,4,5,5,4,4,6,3,5,4,4,3,1,1,1,1,2,3,3,5,3,5,3,4,4,4,3,4,4,4,2,3,1,20.0,3.0,2,3,3,4,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,5.0,5,5,5,6,5,5,5,5,5,2,3,1,5,5,5,2,5,5,5,5,5,5,5,3,3,5,4,0
144,0,RE0211,2,26,1,0,0,0,0,1,3,3,1.0,2,1,,5,3,4,2,25,15.3,5,2,5,4,4,4,4,4.0,4.0,4,4.0,4,4.0,4.0,3.0,4,4.0,4,4.0,4,4,4.0,4.0,4.0,4,4,5,4,4,4,4,4,4,4,4,1,4,2,2,4,4,4,2,4,4,4,4,4,4,3,4,2,1,2,1,1,3.0,0.6,1,4,2,5,6,2,5.0,6.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3,2.0,4,5,5,5,5,3,4,2,3,2,2,2,2,3,5,3,2,7,3,2,6,2,2,2,5,3,3,0
145,0,RE2701,2,25,1,0,0,0,0,1,4,3,2.0,1,1,3.0,2,4,3,0,3,4.8,2,13,3,4,5,3,3,4.0,4.0,5,4.0,4,5.0,3.0,4.0,4,3.0,4,3.0,4,3,4.0,5.0,5.0,5,4,5,5,5,5,5,2,4,2,4,1,0,4,5,6,6,7,3,4,3,4,3,5,4,3,4,3,2,1,1,0,5.0,1.8,2,4,1,2,5,1,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,3,4.0,4,4,2,3,3,3,1,3,3,0,4,4,4,3,4,5,4,3,3,5,3,5,2,1,3,3,3,1
146,0,RE2811,2,30,0,1,0,0,0,1,3,3,2.0,4,2,3.0,3,3,3,4,12,5.4,4,8,4,3,5,5,4,5.0,4.0,7,6.0,2,5.0,4.0,5.0,6,5.0,4,4.0,5,4,5.0,2.0,4.0,7,4,5,5,5,4,4,5,5,4,6,1,3,1,3,6,3,5,5,3,4,4,3,3,4,3,3,2,3,2,2,1,93.0,4.3,5,6,4,3,3,1,,2.0,4.0,1.0,2.0,2.0,6.0,3.0,5.0,4.0,6.0,7.0,6.0,6.0,3,2.0,3,3,3,4,5,3,5,2,2,3,4,2,4,2,5,3,4,6,4,1,7,1,1,3,2,2,3,1
147,0,RI2511,2,24,1,0,0,1,0,2,1,3,2.0,1,1,3.0,1,2,3,2,2,5.5,2,0,2,4,2,2,3,4.0,2.0,4,5.0,4,2.0,4.0,5.0,5,3.0,6,3.0,4,3,6.0,5.0,4.0,3,6,5,5,5,5,5,4,3,2,4,2,2,3,3,3,3,4,2,3,5,3,5,2,5,3,3,2,1,1,1,0,7.0,1.9,2,1,1,2,1,1,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,3,2.0,2,3,3,6,6,2,1,2,1,1,2,1,3,3,3,1,3,3,5,5,2,5,2,5,2,3,4,0
148,0,RI2812,2,26,0,1,0,0,0,1,3,2,6.0,1,2,3.0,2,2,2,4,13,7.2,4,1,3,3,4,4,3,6.0,5.0,4,,4,6.0,2.0,4.0,6,6.0,6,4.0,7,3,5.0,7.0,5.0,6,6,5,4,5,5,4,4,4,5,4,1,4,3,2,5,5,5,5,4,6,4,3,3,5,4,4,2,1,1,2,1,2.0,14.4,4,13,4,4,5,4,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,3,4.0,6,3,6,5,5,4,4,4,5,10,4,6,3,4,6,5,3,3,4,3,5,3,4,3,3,3,4,0
149,0,RM2308,1,32,0,1,0,0,0,2,2,4,1.0,2,2,1.0,1,1,2,2,1,4.1,1,1,1,2,5,3,5,5.0,4.0,4,2.0,4,5.0,2.0,5.0,6,4.0,4,3.0,5,2,4.0,5.0,6.0,6,3,5,4,5,3,3,4,4,5,5,5,0,1,0,4,3,2,4,4,3,5,4,5,4,3,3,2,1,1,2,1,1.0,2.2,2,2,1,3,2,3,6.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3,4.0,4,1,4,5,5,4,4,3,4,2,4,4,3,3,5,3,5,3,5,5,3,4,4,4,4,3,3,1
150,0,RO0610,0,28,0,0,1,0,0,2,4,4,5.0,1,3,1.0,1,1,3,5,5,4.9,1,1,1,3,3,3,1,1.0,3.0,4,4.0,4,4.0,5.0,5.0,5,5.0,5,3.0,5,2,6.0,6.0,4.0,4,6,5,5,5,2,2,3,2,4,3,1,0,2,2,3,4,6,3,3,4,4,6,2,4,4,3,2,3,1,3,1,5.0,2.1,1,6,2,2,3,1,3.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3,5.0,4,7,5,7,7,4,4,3,4,3,4,5,4,4,7,4,1,6,5,5,4,4,2,5,3,5,4,0
151,0,RU1602,2,28,0,1,1,0,0,2,3,3,2.0,4,2,2.0,3,1,2,5,1,1.8,3,6,2,5,3,4,4,2.0,3.0,2,5.0,5,4.0,3.0,5.0,7,4.0,4,3.0,6,3,4.0,7.0,4.0,4,5,5,4,4,5,4,3,4,3,4,1,1,2,3,4,3,4,4,4,4,3,3,6,3,3,5,4,2,2,2,1,10.0,4.6,1,2,2,4,2,1,4.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,3,4.0,6,4,6,7,7,4,5,4,3,0,2,3,3,1,3,3,4,5,4,3,4,5,3,1,2,4,3,1
152,0,RV1502,0,32,0,0,1,0,0,1,4,4,3.0,2,3,2.0,2,2,5,5,5,2.7,2,3,2,2,5,2,3,4.0,3.0,3,2.0,4,3.0,4.0,4.0,6,5.0,4,4.0,7,2,5.0,5.0,4.0,5,4,5,2,3,3,3,2,3,5,4,2,0,4,5,6,4,5,3,4,4,5,3,7,2,3,2,2,3,1,3,0,36.0,3.4,2,3,3,3,1,4,7.0,6.0,7.0,7.0,5.0,4.0,3.0,4.0,5.0,5.0,6.0,,7.0,5.0,3,5.0,5,4,4,4,4,5,4,4,5,19,6,6,7,7,7,7,3,6,3,3,4,3,3,1,4,4,3,0
153,0,RX1606,0,31,1,0,0,0,0,1,2,1,4.0,2,1,2.0,3,3,4,5,1,2.4,2,2,2,1,5,5,6,6.0,5.0,6,5.0,3,6.0,2.0,5.0,5,5.0,5,4.0,6,4,5.0,5.0,4.0,6,5,5,6,5,6,4,5,4,4,4,1,0,3,2,5,5,5,5,5,6,5,5,2,7,3,3,3,3,3,1,1,24.0,2.6,4,3,3,2,1,4,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,6.0,5.0,6.0,3,1.0,4,4,5,5,5,5,4,4,3,4,3,4,2,3,6,4,4,4,3,4,4,4,7,4,4,4,4,0
154,0,RY1710,2,28,0,0,0,1,0,1,2,3,4.0,3,4,4.0,4,2,5,5,13,13.5,3,1,4,4,3,3,2,3.0,2.0,4,4.0,5,4.0,5.0,3.0,3,4.0,5,6.0,3,5,3.0,4.0,6.0,2,1,5,5,5,4,5,4,3,2,5,1,3,2,3,3,4,5,2,5,5,4,2,3,3,2,3,2,3,4,4,1,3.0,3.0,2,0,2,1,2,4,4.0,4.0,2.0,2.0,3.0,,5.0,5.0,5.0,3.0,7.0,6.0,5.0,4.0,3,2.0,4,2,2,4,5,2,3,4,3,1,4,4,4,4,4,3,2,3,3,2,5,2,2,3,4,4,3,1
155,0,RZ0612,2,27,1,0,1,0,0,2,3,7,2.0,3,1,3.0,2,1,5,4,29,7.3,3,5,3,2,5,4,3,4.0,4.0,6,4.0,2,5.0,5.0,3.0,5,3.0,2,7.0,5,4,3.0,3.0,6.0,3,5,5,4,5,6,5,6,5,3,5,1,10,2,4,5,2,2,4,4,5,4,5,3,5,2,4,4,4,2,1,0,21.0,5.4,4,9,5,5,4,4,5.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,2.0,3.0,2.0,3.0,3,5.0,5,5,5,4,4,3,5,3,3,7,5,5,5,5,5,6,4,4,2,4,3,3,4,3,4,3,4,0
156,0,SA2111,2,30,0,1,0,0,0,1,3,3,3.0,2,2,2.0,1,3,4,4,10,4.8,1,0,2,1,3,5,2,5.0,4.0,5,5.0,3,5.0,3.0,6.0,6,5.0,5,3.0,3,1,7.0,6.0,5.0,4,6,5,5,5,4,6,3,5,4,5,1,1,3,3,3,3,3,5,2,6,2,5,4,5,4,3,3,3,4,4,1,1.0,15.0,4,6,3,3,4,2,6.0,4.0,6.0,4.0,4.0,3.0,6.0,3.0,3.0,3.0,6.0,5.0,3.0,5.0,3,4.0,4,3,4,5,7,3,4,3,4,4,4,5,5,3,5,4,4,2,4,4,5,4,3,3,2,3,3,1
157,0,SA2410,2,23,0,1,1,0,0,2,4,8,4.0,1,2,3.0,4,4,2,4,15,5.6,3,8,3,2,4,4,6,3.0,6.0,5,5.0,4,5.0,3.0,2.0,4,4.0,6,3.0,6,3,5.0,4.0,4.0,4,5,5,5,5,5,5,4,6,3,5,1,10,5,4,5,5,5,5,4,4,4,7,4,4,3,3,3,3,3,2,1,7.0,6.5,4,10,4,2,1,3,6.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,3,4.0,4,4,6,5,5,5,2,4,4,7,4,4,4,3,4,5,3,6,3,4,4,4,5,2,6,3,3,1
158,0,send99,1,27,1,0,0,0,0,1,4,5,1.0,2,1,1.0,1,0,3,1,9,1.2,1,2,1,3,4,3,4,3.0,5.0,4,4.0,3,4.0,3.0,4.0,4,7.0,6,2.0,5,4,5.0,5.0,6.0,5,6,5,3,2,2,2,2,3,4,2,1,1,0,0,1,1,1,3,4,6,4,3,4,4,3,2,4,5,3,1,1,1.0,0.9,1,0,1,3,1,2,3.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3,4.0,4,4,3,5,5,1,3,3,3,2,2,1,3,3,2,3,5,4,4,4,5,4,2,1,1,5,5,0
